date,high_open,low_open,high_close,low_close,open_close,high_low
2010-05-06,4.418399999999991,-54.5804,12.000799999999998,-46.99799999999999,7.582400000000007,58.99879999999999
2011-10-04,7.229600000000005,-20.33080000000001,9.298799999999972,-18.261600000000044,2.0691999999999666,27.560400000000016
2012-02-15,12.031600000000026,-17.36839999999995,28.6216,-0.7783999999999764,16.589999999999975,29.399999999999977
2012-04-13,0.5908000000000584,-20.59960000000001,19.468400000000088,-1.72199999999998,18.87760000000003,21.190400000000068
2012-04-16,0.21839999999997417,-31.810799999999972,30.15039999999999,-1.8787999999999556,29.932000000000016,32.029199999999946
2012-04-17,31.06039999999996,-7.02800000000002,0.29959999999994125,-37.78880000000004,-30.760800000000017,38.08839999999998
2012-05-21,27.03959999999995,-0.45079999999995835,0.2604000000000042,-27.229999999999905,-26.779199999999946,27.49039999999991
2012-10-11,0.6999999999999318,-18.40160000000003,19.101599999999962,0.0,18.40160000000003,19.101599999999962
2012-10-19,0.719600000000014,-21.43119999999999,21.929599999999937,-0.22120000000006712,21.209999999999923,22.150800000000004
2012-10-22,22.959999999999923,-1.6576000000000022,1.3496000000000095,-23.267999999999915,-21.610399999999913,24.617599999999925
2012-11-02,1.058400000000006,-21.139999999999986,20.14880000000005,-2.0495999999999412,19.090400000000045,22.198399999999992
2012-11-08,1.598799999999983,-25.340000000000032,24.47759999999994,-2.461200000000076,22.878799999999956,26.938800000000015
2012-11-16,4.802000000000021,-19.448800000000006,2.321199999999976,-21.92960000000005,-2.4808000000000447,24.250800000000027
2012-11-19,26.79040000000009,-0.8315999999999804,1.7724000000000615,-25.84960000000001,-25.01800000000003,27.62200000000007
2012-12-05,0.34160000000008495,-30.13919999999996,30.461200000000076,-0.01959999999996853,30.11959999999999,30.480800000000045
2012-12-06,24.37119999999993,-10.309600000000046,6.07039999999995,-28.610400000000027,-18.30079999999998,34.68079999999998
2012-12-07,1.8003999999999678,-23.399599999999964,21.951999999999998,-3.2479999999999336,20.15160000000003,25.199999999999932
2012-12-31,24.869599999999934,-1.5287999999999897,3.228399999999965,-23.16999999999996,-21.64119999999997,26.398399999999924
2013-04-17,0.33039999999999736,-22.1592,17.799599999999998,-4.689999999999998,17.4692,22.489599999999996
2013-08-13,23.718799999999987,-2.88960000000003,5.090399999999988,-21.51800000000003,-18.6284,26.608400000000017
2013-10-29,2.9791999999999916,-21.73079999999993,22.567999999999984,-2.141999999999939,19.588799999999992,24.709999999999923
2014-04-28,22.951599999999985,-0.24919999999997344,1.6603999999999814,-21.540399999999977,-21.291200000000003,23.20079999999996
2020-03-12,14.060000000000002,-7.939999999999998,21.77000000000001,-0.22999999999998977,7.710000000000008,22.0
2020-03-13,15.03000000000003,-11.939999999999998,1.9499999999999886,-25.02000000000004,-13.080000000000041,26.970000000000027
2020-03-20,4.650000000000006,-19.180000000000007,22.590000000000003,-1.240000000000009,17.939999999999998,23.830000000000013
2020-08-21,22.420000000000016,-0.05000000000001137,1.990000000000009,-20.480000000000018,-20.430000000000007,22.470000000000027
